epoch,accuracy,loss,val_accuracy,val_loss
0,0.5156999826431274,0.7341691255569458,0.5801281929016113,0.6813405752182007
1,0.5163000226020813,0.6899501085281372,0.5961538553237915,0.6842241287231445
2,0.5376499891281128,0.6804227828979492,0.6039663553237915,0.6540828347206116
3,0.5579500198364258,0.6738150119781494,0.6512419581413269,0.6261895298957825
4,0.5763999819755554,0.6622987985610962,0.6241987347602844,0.6344489455223083
5,0.60589998960495,0.6494086980819702,0.6260015964508057,0.6312161684036255
6,0.6465499997138977,0.6303335428237915,0.6752804517745972,0.6111040115356445
7,0.6880999803543091,0.6011360287666321,0.7526041865348816,0.5508854985237122
8,0.7159000039100647,0.5721156597137451,0.6965144276618958,0.5882248282432556
9,0.7476999759674072,0.539848268032074,0.6943109035491943,0.600845456123352
10,0.7742999792098999,0.5062417387962341,0.770432710647583,0.5188009142875671
11,0.7884500026702881,0.481914222240448,0.7760416865348816,0.5223483443260193
12,0.7972000241279602,0.46469536423683167,0.8102964758872986,0.4716503918170929
13,0.8180000185966492,0.4361964464187622,0.8361378312110901,0.4270949363708496
14,0.8237500190734863,0.4204917550086975,0.7255609035491943,0.5958108901977539
15,0.8373500108718872,0.3954775035381317,0.8215144276618958,0.40084871649742126
16,0.8456500172615051,0.3843863606452942,0.8717948794364929,0.3660372495651245
17,0.850600004196167,0.36821505427360535,0.7642227411270142,0.548401415348053
18,0.859000027179718,0.3548485338687897,0.8852163553237915,0.35058721899986267
19,0.8654000163078308,0.3418348431587219,0.8167067170143127,0.4684566557407379
20,0.8686500191688538,0.3359476923942566,0.8231169581413269,0.4536130428314209
21,0.8731499910354614,0.3225070834159851,0.8367387652397156,0.42956018447875977
22,0.8793500065803528,0.3104012906551361,0.840745210647583,0.42410820722579956
23,0.8860999941825867,0.2955009639263153,0.8273237347602844,0.4381418526172638
24,0.8901500105857849,0.29086166620254517,0.9010416865348816,0.2913881838321686
25,0.8905500173568726,0.28544408082962036,0.8992387652397156,0.2705182433128357
26,0.8962500095367432,0.27444028854370117,0.8932291865348816,0.30720242857933044
27,0.8956999778747559,0.2736409902572632,0.8930288553237915,0.30901670455932617
28,0.8981999754905701,0.2736263573169708,0.8387419581413269,0.4171927869319916
29,0.9027500152587891,0.26126253604888916,0.8595753312110901,0.36706921458244324
