epoch,accuracy,loss,val_accuracy,val_loss
0,0.5619500279426575,0.7836785912513733,0.5158253312110901,0.7017592787742615
1,0.6126499772071838,0.6428974270820618,0.6466346383094788,0.6287256479263306
2,0.6675500273704529,0.6003602743148804,0.7045272588729858,0.5499719977378845
3,0.7199000120162964,0.5458943843841553,0.7415865659713745,0.5355185270309448
4,0.7706000208854675,0.4893718659877777,0.7966746687889099,0.436094731092453
5,0.7957000136375427,0.44756636023521423,0.6943109035491943,0.570950984954834
6,0.833299994468689,0.3939304053783417,0.7614182829856873,0.48198747634887695
7,0.8568500280380249,0.35200101137161255,0.8120993375778198,0.39881768822669983
8,0.8701500296592712,0.3078191876411438,0.8505609035491943,0.33287492394447327
9,0.8888499736785889,0.2753792405128479,0.8778044581413269,0.3041953444480896
10,0.8994500041007996,0.2524298131465912,0.9152644276618958,0.2273779660463333
11,0.9045500159263611,0.23292304575443268,0.9136618375778198,0.21128372848033905
12,0.9150000214576721,0.21227021515369415,0.9226762652397156,0.19266368448734283
13,0.9218500256538391,0.19955873489379883,0.9208734035491943,0.21330825984477997
14,0.9268500208854675,0.18301106989383698,0.8910256624221802,0.27642473578453064
15,0.933650016784668,0.17291992902755737,0.9360977411270142,0.21062977612018585
16,0.9355000257492065,0.16018210351467133,0.9310897588729858,0.16347919404506683
17,0.9401500225067139,0.15256546437740326,0.9328926205635071,0.18132179975509644
18,0.9421499967575073,0.14705397188663483,0.9300881624221802,0.1711742877960205
19,0.9470999836921692,0.13584153354167938,0.9068509340286255,0.20693394541740417
20,0.9484000205993652,0.13367924094200134,0.7888621687889099,0.49514737725257874
21,0.9538499712944031,0.12430273741483688,0.9320913553237915,0.1621132344007492
22,0.9551500082015991,0.11740536242723465,0.9138621687889099,0.19740666449069977
23,0.9564499855041504,0.11051531881093979,0.9401041865348816,0.1638985574245453
24,0.9603999853134155,0.10415022075176239,0.8679887652397156,0.2894973158836365
25,0.961650013923645,0.1021626740694046,0.9196714758872986,0.19289416074752808
26,0.9643499851226807,0.09386050701141357,0.9356971383094788,0.16435185074806213
27,0.9638500213623047,0.09259504079818726,0.9370993375778198,0.14501357078552246
28,0.9674000144004822,0.08586884289979935,0.9336938858032227,0.15993990004062653
29,0.9683499932289124,0.08440029621124268,0.9258813858032227,0.18079161643981934
