epoch,accuracy,loss,val_accuracy,val_loss
0,0.5481500029563904,0.7628352046012878,0.5006009340286255,0.9676170349121094
1,0.6369500160217285,0.6344984173774719,0.5434695482254028,0.8166363835334778
2,0.723800003528595,0.5556555390357971,0.7766426205635071,0.47116485238075256
3,0.7785999774932861,0.48425906896591187,0.8127003312110901,0.42103537917137146
4,0.8148999810218811,0.42095947265625,0.8469551205635071,0.3463626205921173
5,0.849399983882904,0.35955628752708435,0.8772035241127014,0.2820557951927185
6,0.8730000257492065,0.3081379532814026,0.9016426205635071,0.23521557450294495
7,0.892799973487854,0.26924484968185425,0.8822115659713745,0.28040245175361633
8,0.9003999829292297,0.24703676998615265,0.8996394276618958,0.2392449975013733
9,0.9094499945640564,0.22420701384544373,0.8960336446762085,0.2589184641838074
10,0.9190000295639038,0.20013950765132904,0.9220753312110901,0.18536721169948578
11,0.9272500276565552,0.18582458794116974,0.911057710647583,0.21304866671562195
12,0.9294999837875366,0.17978040874004364,0.8984375,0.234498530626297
13,0.9358500242233276,0.16468510031700134,0.9136618375778198,0.22643406689167023
14,0.9424999952316284,0.15296466648578644,0.9342948794364929,0.17263586819171906
15,0.9445000290870667,0.1426774561405182,0.9054487347602844,0.23967403173446655
16,0.9480500221252441,0.13114136457443237,0.9074519276618958,0.216670960187912
17,0.9531999826431274,0.120758056640625,0.9074519276618958,0.2160806953907013
18,0.9563999772071838,0.11000422388315201,0.9364984035491943,0.16108815371990204
19,0.9597499966621399,0.10398346185684204,0.9381009340286255,0.16064774990081787
20,0.959850013256073,0.10351956635713577,0.9403044581413269,0.1437089741230011
21,0.9638000130653381,0.09408753365278244,0.9290865659713745,0.18792909383773804
22,0.9657999873161316,0.08731461316347122,0.9158653616905212,0.2838955223560333
23,0.9679499864578247,0.08360498398542404,0.9316906929016113,0.16265659034252167
24,0.9722999930381775,0.07501088082790375,0.8956330418586731,0.23871825635433197
25,0.9727500081062317,0.07181858271360397,0.9487179517745972,0.13734093308448792
26,0.9739999771118164,0.07117811590433121,0.9358974099159241,0.15750561654567719
27,0.9747499823570251,0.06574767827987671,0.9449118375778198,0.14021797478199005
28,0.9769999980926514,0.06036950647830963,0.9395031929016113,0.14364595711231232
29,0.9770500063896179,0.06073731184005737,0.9459134340286255,0.1381901651620865
