epoch,accuracy,loss,val_accuracy,val_loss
0,0.6560999751091003,0.6456813216209412,0.7319711446762085,0.5357828140258789
1,0.744350016117096,0.517754316329956,0.7650240659713745,0.485880583524704
2,0.7810999751091003,0.4629443287849426,0.7568109035491943,0.5124760866165161
3,0.8078500032424927,0.41849786043167114,0.7720352411270142,0.4874371290206909
4,0.82464998960495,0.3850540220737457,0.7620192170143127,0.4836060106754303
5,0.8438500165939331,0.35030150413513184,0.8006811141967773,0.41502082347869873
6,0.86285001039505,0.32243478298187256,0.8205128312110901,0.4036271572113037
7,0.8777499794960022,0.2862689793109894,0.7834535241127014,0.5022199153900146
8,0.8930500149726868,0.25029486417770386,0.7954727411270142,0.48773595690727234
9,0.9100000262260437,0.2174985110759735,0.8205128312110901,0.4521975517272949
10,0.9245499968528748,0.18157638609409332,0.8177083134651184,0.48988160490989685
11,0.9381999969482422,0.15255600214004517,0.8151041865348816,0.45641762018203735
12,0.9523000121116638,0.12556570768356323,0.7163461446762085,1.0809394121170044
13,0.9591000080108643,0.10500138998031616,0.8287259340286255,0.49932098388671875
14,0.9692500233650208,0.08502866327762604,0.8303285241127014,0.5103439688682556
