epoch,accuracy,loss,val_accuracy,val_loss
0,0.5732499957084656,0.7191030979156494,0.5296000242233276,0.7012784481048584
1,0.6423500180244446,0.6303785443305969,0.703000009059906,0.5691418647766113
2,0.6845499873161316,0.593865692615509,0.6212000250816345,0.7651976943016052
3,0.7164000272750854,0.5588408708572388,0.760200023651123,0.4971177279949188
4,0.7451500296592712,0.517880916595459,0.7788000106811523,0.48141464591026306
5,0.7728000283241272,0.47742196917533875,0.8051999807357788,0.43221917748451233
6,0.7911999821662903,0.4461144506931305,0.7071999907493591,0.6001654267311096
7,0.8122000098228455,0.41521361470222473,0.8317999839782715,0.381186842918396
8,0.8312000036239624,0.38507407903671265,0.8277999758720398,0.3819732069969177
9,0.8422999978065491,0.35678908228874207,0.8411999940872192,0.376514196395874
10,0.8516499996185303,0.3429564833641052,0.8489999771118164,0.3465576469898224
11,0.8610000014305115,0.3226284086704254,0.8629999756813049,0.33509108424186707
12,0.8684499859809875,0.3075477182865143,0.8605999946594238,0.31752869486808777
13,0.8758500218391418,0.29037708044052124,0.8744000196456909,0.2932346761226654
14,0.8790000081062317,0.28214412927627563,0.868399977684021,0.30174145102500916
15,0.8859999775886536,0.26987671852111816,0.8881999850273132,0.28303587436676025
16,0.8934999704360962,0.2551010847091675,0.8528000116348267,0.31553980708122253
17,0.8999500274658203,0.24551694095134735,0.8863999843597412,0.27058646082878113
18,0.9039000272750854,0.2333725541830063,0.8718000054359436,0.28926143050193787
19,0.9053500294685364,0.2298794984817505,0.8736000061035156,0.29102396965026855
20,0.9063000082969666,0.2239326387643814,0.896399974822998,0.2504176199436188
21,0.9121000170707703,0.21678157150745392,0.8984000086784363,0.2523114085197449
22,0.9143000245094299,0.20998132228851318,0.8934000134468079,0.2516832649707794
23,0.9190000295639038,0.19879598915576935,0.897599995136261,0.2506883442401886
24,0.9229999780654907,0.1886243224143982,0.8712000250816345,0.30372369289398193
25,0.9233499765396118,0.1893089860677719,0.8989999890327454,0.23804011940956116
26,0.9265999794006348,0.17963923513889313,0.894599974155426,0.2579026520252228
27,0.9294999837875366,0.17365524172782898,0.9110000133514404,0.22732925415039062
28,0.9351999759674072,0.16513952612876892,0.8907999992370605,0.2492583692073822
29,0.9352499842643738,0.16129064559936523,0.8966000080108643,0.24563154578208923
30,0.9398000240325928,0.15161217749118805,0.902400016784668,0.23262226581573486
31,0.9383000135421753,0.15536123514175415,0.9052000045776367,0.2232859879732132
32,0.9403499960899353,0.1442774534225464,0.9092000126838684,0.21694888174533844
33,0.941100001335144,0.144770085811615,0.9132000207901001,0.2093566209077835
34,0.9438499808311462,0.13824878633022308,0.9120000004768372,0.21900714933872223
35,0.9444000124931335,0.1381724327802658,0.9049999713897705,0.2211483120918274
36,0.9484000205993652,0.12752872705459595,0.9092000126838684,0.22048304975032806
37,0.9473999738693237,0.1295136660337448,0.9020000100135803,0.23529580235481262
38,0.9502500295639038,0.12365218251943588,0.9168000221252441,0.20157352089881897
39,0.9519000053405762,0.11774121224880219,0.9142000079154968,0.2037201225757599
40,0.9538999795913696,0.11639010906219482,0.9174000024795532,0.21473950147628784
41,0.9542999863624573,0.11318985372781754,0.9147999882698059,0.19643068313598633
42,0.9553499817848206,0.11009792238473892,0.9174000024795532,0.2007039487361908
43,0.9581999778747559,0.10687203705310822,0.9097999930381775,0.23536765575408936
44,0.9595000147819519,0.10066336393356323,0.897599995136261,0.2519153952598572
45,0.958899974822998,0.10103872418403625,0.9133999943733215,0.20782826840877533
46,0.9610499739646912,0.10070153325796127,0.9169999957084656,0.19924449920654297
47,0.963100016117096,0.09641139954328537,0.9182000160217285,0.19608677923679352
48,0.9625999927520752,0.09352537989616394,0.9218000173568726,0.19242578744888306
49,0.963699996471405,0.09305863827466965,0.9161999821662903,0.20305077731609344
