epoch,accuracy,loss,val_accuracy,val_loss
0,0.5534999966621399,0.7155321836471558,0.5104166865348816,0.7092450261116028
1,0.6014000177383423,0.6459180116653442,0.6001602411270142,0.6312959790229797
2,0.650950014591217,0.6097428798675537,0.7409855723381042,0.51926189661026
3,0.708549976348877,0.5508648157119751,0.7067307829856873,0.5464067459106445
4,0.7556999921798706,0.4970073103904724,0.7630208134651184,0.4725368618965149
5,0.7864500284194946,0.45315679907798767,0.784254789352417,0.46680617332458496
6,0.8149499893188477,0.4050149917602539,0.8367387652397156,0.37468457221984863
7,0.838699996471405,0.36637142300605774,0.8391426205635071,0.3791542649269104
8,0.859749972820282,0.3246791660785675,0.8581730723381042,0.3327195644378662
9,0.8751999735832214,0.29011717438697815,0.8968349099159241,0.26395750045776367
10,0.8900499939918518,0.2641201317310333,0.8976362347602844,0.25635576248168945
11,0.8960000276565552,0.2468516081571579,0.9106570482254028,0.23261840641498566
12,0.9078500270843506,0.22626462578773499,0.9210737347602844,0.20544196665287018
13,0.9155499935150146,0.20886261761188507,0.9180688858032227,0.20889809727668762
14,0.9162499904632568,0.19670410454273224,0.9278846383094788,0.22288326919078827
15,0.9256500005722046,0.18091127276420593,0.9280849099159241,0.19037792086601257
16,0.930400013923645,0.1731192022562027,0.9240785241127014,0.1951201856136322
17,0.934149980545044,0.16038289666175842,0.8579727411270142,0.31430700421333313
18,0.9378499984741211,0.15665574371814728,0.9300881624221802,0.18109411001205444
19,0.9402999877929688,0.14812447130680084,0.9258813858032227,0.1877976506948471
20,0.9464499950408936,0.13484317064285278,0.9300881624221802,0.17284059524536133
21,0.946150004863739,0.13234727084636688,0.9250801205635071,0.1827511191368103
22,0.9516500234603882,0.12297911196947098,0.9280849099159241,0.1752033829689026
23,0.9530500173568726,0.11871001124382019,0.9393028616905212,0.15088489651679993
24,0.9571499824523926,0.11173488944768906,0.9304887652397156,0.17255769670009613
25,0.9575499892234802,0.10877476632595062,0.8888221383094788,0.27210280299186707
26,0.9609000086784363,0.09853209555149078,0.9268830418586731,0.19258379936218262
27,0.9609000086784363,0.1004214808344841,0.9318910241127014,0.17972025275230408
28,0.963699996471405,0.09377075731754303,0.9342948794364929,0.17175276577472687
29,0.9663500189781189,0.08451856672763824,0.9356971383094788,0.16471613943576813
